CreateTime,Title,Solution
6/23/2012 ,deviation in ntpq and chronyc,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,deviation in ntpq and chronyc,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,deviation in ntpq and chronyc,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high utilization of data base at axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,mul nine errors present in ticketerrors log file drx,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high active tariff size drx,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,mul nine errors present in ticketerrors log file drx,"category ""ss1"" : resolution “needful work have been done"""
6/23/2012 ,mul nine errors present in ticketerrors.log,"category ""ss1"" : resolution “needful work have been done"""
6/23/2012 ,issue in dord0 interface,"categoryss1::""traffic is normal as per trend"""
6/23/2012 ,issue in dord0 interface,"categoryss1::""traffic is normal as per trend"""
6/23/2012 ,mul nine errors present in ticketerrors.log,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,mul nine errors present in ticketerrors.log,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,pstack generating in axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,pstack generating in axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,pstack generating in axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high utilization of data base at axd,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,check service status of drzzz,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,check service status of drzfzz,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,check service status of drzzz,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,error  notice in datasync logs,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,deviation in sol aggregation in /tmp/dladm logs  date    y  m  d .log file,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,check service status of drzfzz,"category ""ss1"" : resolution “these alerts were in main screen on jliot db and not been acknowledged, now  it has been acknowledged and cleared form active db  ”"
6/23/2012 ,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,deviation in ecr logs in var opt ecr logs secr log file drx,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high active tariff size drx,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,mul nine errors present in ticketerrors log file drx,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,mul nine errors present in ticketerrors log file drx,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,issue in dord0 interface,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,error  notice in datasync logs,"category ""ss1"" : resolution “<no impact>”"
6/23/2012 ,issue in dord0 interface,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,pstack generating in axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
6/23/2012 ,high disk space on axd,"category ""ss1"" : resolution “there was network moving observed now checked all traffic and links are in fine stat”"
